,Time,Tibialis antelior,Gastrocnemius medialis
0,0.28,-0.034,-0.029
1,0.281,0.01,-0.005
2,0.282,0.025,0.004
3,0.283,0.013,0.002
4,0.284,0.015,0.0
5,0.285,0.009,0.0
6,0.286,0.006,0.0
7,0.287,0.011,0.0
8,0.288,0.011,-0.001
9,0.289,0.015,0.0
10,0.29,0.009,-0.001
11,0.291,0.01,0.002
12,0.292,0.006,0.0
13,0.293,0.006,0.0
14,0.294,0.001,-0.006
15,0.295,0.0,-0.002
16,0.296,-0.001,-0.001
17,0.297,0.002,-0.001
18,0.298,-0.011,-0.011
19,0.299,-0.046,-0.034
20,0.3,-0.038,-0.027
21,0.301,0.005,0.002
22,0.302,0.017,0.011
23,0.303,0.012,0.006
24,0.304,0.011,0.005
25,0.305,0.013,0.0
26,0.306,0.013,0.0
27,0.307,0.015,0.002
28,0.308,0.025,0.003
29,0.309,0.027,0.007
30,0.31,0.024,0.009
31,0.311,0.027,0.009
32,0.312,0.015,0.004
33,0.313,0.012,0.003
34,0.314,-0.01,-0.001
35,0.315,-0.01,-0.001
36,0.316,0.0,-0.005
37,0.317,-0.002,-0.003
38,0.318,-0.019,-0.011
39,0.319,-0.059,-0.032
40,0.32,-0.048,-0.019
41,0.321,0.003,0.011
42,0.322,0.02,0.019
43,0.323,0.014,0.012
44,0.324,0.01,0.015
45,0.325,0.01,0.01
46,0.326,0.008,0.009
47,0.327,0.018,0.011
48,0.328,0.013,0.01
49,0.329,0.013,0.012
50,0.33,0.005,0.006
51,0.331,0.002,0.009
52,0.332,0.003,0.005
53,0.333,0.006,0.0
54,0.334,-0.001,-0.007
55,0.335,0.0,-0.004
56,0.336,0.001,-0.005
57,0.337,0.003,-0.007
58,0.338,-0.014,-0.016
59,0.339,-0.048,-0.037
60,0.34,-0.037,-0.028
61,0.341,0.011,-0.003
62,0.342,0.025,0.005
63,0.343,0.019,0.003
64,0.344,0.022,0.008
65,0.345,0.02,0.006
66,0.346,0.017,0.006
67,0.347,0.015,0.004
68,0.348,0.008,0.0
69,0.349,0.009,0.006
70,0.35,0.007,0.006
71,0.351,0.012,0.007
72,0.352,0.014,0.001
73,0.353,0.013,0.0
74,0.354,0.004,-0.007
75,0.355,0.007,-0.006
76,0.356,0.003,-0.006
77,0.357,0.0,-0.008
78,0.358,-0.015,-0.021
79,0.359,-0.051,-0.042
80,0.36,-0.042,-0.03
81,0.361,0.001,-0.001
82,0.362,0.015,0.011
83,0.363,0.008,0.008
84,0.364,0.009,0.014
85,0.365,0.006,0.014
86,0.366,0.008,0.013
87,0.367,0.015,0.011
88,0.368,0.014,0.01
89,0.369,0.019,0.012
90,0.37,0.015,0.009
91,0.371,0.02,0.01
92,0.372,0.014,0.004
93,0.373,0.011,0.002
94,0.374,0.0,-0.003
95,0.375,-0.002,-0.001
96,0.376,-0.002,0.0
97,0.377,-0.006,0.0
98,0.378,-0.02,-0.011
99,0.379,-0.052,-0.031
100,0.38,-0.042,-0.021
101,0.381,0.005,0.007
102,0.382,0.022,0.015
103,0.383,0.018,0.011
104,0.384,0.019,0.014
105,0.385,0.02,0.011
106,0.386,0.021,0.011
107,0.387,0.021,0.009
108,0.388,0.016,0.006
109,0.389,0.018,0.006
110,0.39,0.013,0.003
111,0.391,0.016,0.003
112,0.392,0.004,0.0
113,0.393,0.0,-0.001
114,0.394,-0.002,-0.005
115,0.395,-0.005,-0.002
116,0.396,-0.003,0.001
117,0.397,-0.004,0.0
118,0.398,-0.015,-0.008
119,0.399,-0.048,-0.029
120,0.4,-0.036,-0.019
121,0.401,0.011,0.006
122,0.402,0.025,0.016
123,0.403,0.018,0.011
124,0.404,0.016,0.009
125,0.405,0.011,0.007
126,0.406,0.007,0.006
127,0.407,0.01,0.011
128,0.408,0.013,0.009
129,0.409,0.015,0.008
130,0.41,0.017,0.008
131,0.411,0.019,0.01
132,0.412,0.013,0.005
133,0.413,0.011,0.005
134,0.414,0.001,-0.001
135,0.415,0.004,0.001
136,0.416,-0.003,-0.001
137,0.417,-0.005,-0.001
138,0.418,-0.019,-0.012
139,0.419,-0.055,-0.035
140,0.42,-0.044,-0.026
141,0.421,0.003,0.003
142,0.422,0.023,0.013
143,0.423,0.017,0.007
144,0.424,0.018,0.01
145,0.425,0.015,0.009
146,0.426,0.008,0.007
147,0.427,0.011,0.008
148,0.428,0.011,0.008
149,0.429,0.01,0.009
150,0.43,0.012,0.01
151,0.431,0.012,0.01
152,0.432,0.011,0.007
153,0.433,0.011,0.006
154,0.434,0.002,-0.003
155,0.435,0.007,-0.001
156,0.436,0.007,0.0
157,0.437,0.004,-0.002
158,0.438,-0.012,-0.012
159,0.439,-0.051,-0.034
160,0.44,-0.041,-0.025
161,0.441,0.003,0.003
162,0.442,0.019,0.009
163,0.443,0.009,0.005
164,0.444,0.014,0.007
165,0.445,0.014,0.006
166,0.446,0.011,0.008
167,0.447,0.018,0.01
168,0.448,0.022,0.014
169,0.449,0.025,0.015
170,0.45,0.016,0.01
171,0.451,0.016,0.01
172,0.452,0.006,0.007
173,0.453,0.009,0.003
174,0.454,-0.002,-0.004
175,0.455,-0.002,-0.003
176,0.456,-0.006,-0.004
177,0.457,-0.001,-0.002
178,0.458,-0.015,-0.012
179,0.459,-0.054,-0.038
180,0.46,-0.04,-0.027
181,0.461,0.009,0.001
182,0.462,0.027,0.012
183,0.463,0.017,0.009
184,0.464,0.017,0.008
185,0.465,0.012,0.006
186,0.466,0.009,0.006
187,0.467,0.013,0.008
188,0.468,0.015,0.008
189,0.469,0.015,0.007
190,0.47,0.015,0.0
191,0.471,0.023,-0.001
192,0.472,0.013,-0.004
193,0.473,0.013,-0.006
194,0.474,0.002,-0.01
195,0.475,0.0,-0.008
196,0.476,-0.004,-0.006
197,0.477,-0.007,-0.002
198,0.478,-0.022,-0.011
199,0.479,-0.058,-0.034
200,0.48,-0.044,-0.027
201,0.481,0.001,0.003
202,0.482,0.021,0.012
203,0.483,0.015,0.009
204,0.484,0.022,0.011
205,0.485,0.019,0.007
206,0.486,0.014,0.006
207,0.487,0.017,0.006
208,0.488,0.017,0.004
209,0.489,0.017,0.008
210,0.49,0.008,0.003
211,0.491,0.008,0.006
212,0.492,0.003,0.005
213,0.493,0.001,0.005
214,0.494,-0.007,-0.001
215,0.495,-0.001,0.001
216,0.496,0.004,0.0
217,0.497,0.004,-0.002
218,0.498,-0.014,-0.012
219,0.499,-0.051,-0.035
220,0.5,-0.04,-0.026
221,0.501,0.004,0.0
222,0.502,0.019,0.01
223,0.503,0.011,0.007
224,0.504,0.015,0.006
225,0.505,0.01,0.003
226,0.506,0.007,0.002
227,0.507,0.017,0.007
228,0.508,0.019,0.004
229,0.509,0.02,0.006
230,0.51,0.019,0.005
231,0.511,0.018,0.009
232,0.512,0.009,0.005
233,0.513,0.004,0.003
234,0.514,-0.007,-0.001
235,0.515,-0.003,0.001
236,0.516,-0.002,0.001
237,0.517,-0.002,-0.001
238,0.518,-0.018,-0.01
239,0.519,-0.055,-0.037
240,0.52,-0.045,-0.028
241,0.521,0.0,0.004
242,0.522,0.017,0.013
243,0.523,0.011,0.006
244,0.524,0.016,0.01
245,0.525,0.014,0.008
246,0.526,0.014,0.006
247,0.527,0.016,0.007
248,0.528,0.017,0.007
249,0.529,0.02,0.009
250,0.53,0.017,0.008
251,0.531,0.017,0.008
252,0.532,0.012,0.005
253,0.533,0.009,0.004
254,0.534,0.006,-0.003
255,0.535,0.006,-0.001
256,0.536,0.003,0.0
257,0.537,0.002,-0.002
258,0.538,-0.016,-0.014
259,0.539,-0.057,-0.04
260,0.54,-0.046,-0.029
261,1.4,-0.07,-0.035
262,1.401,-0.002,0.013
263,1.402,0.017,0.018
264,1.403,0.007,0.011
265,1.404,0.02,0.014
266,1.405,0.013,0.008
267,1.406,0.017,0.01
268,1.407,0.019,0.009
269,1.408,0.018,0.007
270,1.409,0.02,0.007
271,1.41,0.019,0.006
272,1.411,0.02,0.008
273,1.412,0.009,0.004
274,1.413,0.006,0.003
275,1.414,-0.009,-0.001
276,1.415,-0.005,0.005
277,1.416,-0.008,0.001
278,1.417,-0.002,0.001
279,1.418,-0.037,-0.023
280,1.419,-0.091,-0.06
281,1.42,-0.053,-0.032
282,1.421,0.023,0.01
283,1.422,0.037,0.019
284,1.423,0.026,0.011
285,1.424,0.029,0.016
286,1.425,0.02,0.009
287,1.426,0.024,0.009
288,1.427,0.024,0.012
289,1.428,0.017,0.01
290,1.429,0.019,0.012
291,1.43,0.011,0.01
292,1.431,0.015,0.013
293,1.432,0.005,0.007
294,1.433,0.008,0.006
295,1.434,0.002,-0.004
296,1.435,0.01,0.0
297,1.436,0.013,-0.001
298,1.437,0.012,-0.006
299,1.438,-0.029,-0.032
300,1.439,-0.088,-0.066
301,1.44,-0.048,-0.038
302,1.441,0.023,0.006
303,1.442,0.037,0.018
304,1.443,0.022,0.01
305,1.444,0.031,0.016
306,1.445,0.024,0.012
307,1.446,0.024,0.012
308,1.447,0.019,0.012
309,1.448,0.016,0.011
310,1.449,0.018,0.013
311,1.45,0.012,0.007
312,1.451,0.015,0.006
313,1.452,0.011,0.0
314,1.453,0.012,0.001
315,1.454,0.007,-0.007
316,1.455,0.017,0.0
317,1.456,0.012,-0.001
318,1.457,0.012,-0.002
319,1.458,-0.026,-0.03
320,1.459,-0.086,-0.065
321,1.46,-0.047,-0.034
322,1.461,0.028,0.01
323,1.462,0.039,0.022
324,1.463,0.019,0.016
325,1.464,0.022,0.018
326,1.465,0.015,0.014
327,1.466,0.016,0.016
328,1.467,0.02,0.017
329,1.468,0.014,0.015
330,1.469,0.017,0.011
331,1.47,0.013,0.004
332,1.471,0.018,0.007
333,1.472,0.011,0.0
334,1.473,0.008,-0.004
335,1.474,0.0,-0.01
336,1.475,0.001,-0.001
337,1.476,0.002,-0.002
338,1.477,-0.001,-0.004
339,1.478,-0.041,-0.03
340,1.479,-0.105,-0.063
341,1.48,-0.064,-0.031
342,1.481,0.008,0.014
343,1.482,0.023,0.018
344,1.483,0.007,0.008
345,1.484,0.016,0.016
346,1.485,0.013,0.008
347,1.486,0.023,0.012
348,1.487,0.026,0.013
349,1.488,0.019,0.009
350,1.489,0.019,0.007
351,1.49,0.011,0.004
352,1.491,0.009,0.008
353,1.492,0.0,0.003
354,1.493,-0.001,0.001
355,1.494,-0.014,-0.007
356,1.495,-0.005,-0.002
357,1.496,-0.006,-0.003
358,1.497,0.0,-0.002
359,1.498,-0.036,-0.027
360,1.499,-0.095,-0.061
361,1.5,-0.05,-0.032
362,1.501,0.022,0.015
363,1.502,0.032,0.021
364,1.503,0.014,0.012
365,1.504,0.021,0.019
366,1.505,0.008,0.011
367,1.506,0.015,0.01
368,1.507,0.018,0.009
369,1.508,0.021,0.006
370,1.509,0.027,0.009
371,1.51,0.022,0.009
372,1.511,0.025,0.009
373,1.512,0.016,0.005
374,1.513,0.012,0.003
375,1.514,-0.003,-0.003
376,1.515,0.004,0.002
377,1.516,-0.002,0.0
378,1.517,-0.004,0.0
379,1.518,-0.037,-0.025
380,1.519,-0.092,-0.061
381,1.52,-0.054,-0.033
382,1.521,0.016,0.015
383,1.522,0.03,0.022
384,1.523,0.017,0.012
385,1.524,0.021,0.017
386,1.525,0.019,0.008
387,1.526,0.02,0.011
388,1.527,0.022,0.01
389,1.528,0.019,0.011
390,1.529,0.015,0.012
391,1.53,0.011,0.007
392,1.531,0.018,0.009
393,1.532,0.013,0.004
394,1.533,0.012,0.002
395,1.534,0.002,-0.003
396,1.535,0.012,0.0
397,1.536,0.015,0.0
398,1.537,0.013,-0.002
399,1.538,-0.028,-0.032
400,1.539,-0.088,-0.065
401,1.54,-0.047,-0.033
402,1.541,0.02,0.012
403,1.542,0.031,0.021
404,1.543,0.014,0.014
405,1.544,0.02,0.018
406,1.545,0.013,0.012
407,1.546,0.014,0.015
408,1.547,0.016,0.016
409,1.548,0.016,0.015
410,1.549,0.019,0.013
411,1.55,0.016,0.012
412,1.551,0.026,0.01
413,1.552,0.019,0.009
414,1.553,0.018,0.004
415,1.554,0.007,-0.002
416,1.555,0.008,0.003
417,1.556,0.001,0.0
418,1.557,-0.005,-0.003
419,1.558,-0.041,-0.03
420,1.559,-0.096,-0.062
421,1.56,-0.056,-0.034
422,1.561,0.016,0.013
423,1.562,0.029,0.02
424,1.563,0.018,0.014
425,1.564,0.022,0.02
426,1.565,0.015,0.013
427,1.566,0.018,0.015
428,1.567,0.022,0.016
429,1.568,0.024,0.017
430,1.569,0.027,0.015
431,1.57,0.027,0.014
432,1.571,0.029,0.012
433,1.572,0.023,0.006
434,1.573,0.019,0.002
435,1.574,0.005,-0.009
436,1.575,0.009,-0.002
437,1.576,0.008,-0.006
438,1.577,0.0,-0.007
439,1.578,-0.041,-0.034
440,1.579,-0.099,-0.068
441,1.58,-0.061,-0.034
442,1.581,0.011,0.01
443,1.582,0.022,0.019
444,1.583,0.011,0.013
445,1.584,0.016,0.015
446,1.585,0.014,0.009
447,1.586,0.019,0.011
448,1.587,0.027,0.007
449,1.588,0.026,0.008
450,1.589,0.026,0.008
451,1.59,0.019,0.008
452,1.591,0.018,0.012
453,1.592,0.007,0.008
454,1.593,0.005,0.005
455,1.594,-0.009,-0.001
456,1.595,-0.006,0.002
457,1.596,-0.006,0.0
458,1.597,-0.006,-0.005
459,1.598,-0.044,-0.037
460,1.599,-0.095,-0.073
461,1.6,-0.048,-0.046
462,1.601,0.025,0.001
463,1.602,0.044,0.017
464,1.603,0.028,0.011
465,1.604,0.033,0.014
466,1.605,0.022,0.013
467,1.606,0.021,0.013
468,1.607,0.023,0.012
469,1.608,0.018,0.013
470,1.609,0.013,0.012
471,1.61,0.013,0.009
472,1.611,0.007,0.008
473,1.612,0.0,0.006
474,1.613,0.001,0.004
475,1.614,-0.01,-0.003
476,1.615,0.001,0.001
477,1.616,0.0,0.0
478,1.617,0.0,-0.001
479,1.618,-0.041,-0.03
480,1.619,-0.094,-0.064
481,1.62,-0.047,-0.033
482,1.621,0.029,0.012
483,1.622,0.037,0.018
484,1.623,0.023,0.007
485,1.624,0.027,0.013
486,1.625,0.018,0.01
487,1.626,0.018,0.012
488,1.627,0.016,0.009
489,1.628,0.013,0.011
490,1.629,0.012,0.012
491,1.63,0.007,0.009
492,1.631,0.007,0.01
493,1.632,0.006,0.004
494,1.633,0.009,0.001
495,1.634,0.0,-0.003
496,1.635,0.009,0.002
497,1.636,0.012,-0.002
498,1.637,0.006,-0.002
499,1.638,-0.033,-0.029
500,1.639,-0.092,-0.064
501,1.64,-0.046,-0.035
502,1.641,0.026,0.011
503,1.642,0.036,0.019
504,1.643,0.019,0.009
505,1.644,0.026,0.015
506,1.645,0.016,0.01
507,1.646,0.016,0.012
508,1.647,0.017,0.011
509,1.648,0.017,0.012
510,1.649,0.011,0.011
511,1.65,0.009,0.008
512,1.651,0.011,0.009
513,1.652,0.004,0.001
514,1.653,0.003,-0.001
515,1.654,-0.005,-0.006
516,1.655,0.006,0.0
517,1.656,0.0,-0.003
518,1.657,0.002,-0.007
519,1.658,-0.037,-0.034
520,1.659,-0.096,-0.066
521,1.66,-0.049,-0.032
522,1.661,0.021,0.013
523,1.662,0.026,0.021
524,1.663,0.009,0.014
525,1.664,0.018,0.02
526,1.665,0.01,0.015
527,1.666,0.011,0.016
528,1.667,0.019,0.015
529,1.668,0.022,0.013
530,1.669,0.023,0.013
531,1.67,0.021,0.011
532,1.671,0.026,0.011
533,1.672,0.015,0.006
534,1.673,0.016,0.004
535,1.674,0.003,0.0
536,1.675,0.006,0.002
537,1.676,0.001,0.0
538,1.677,0.002,0.0
539,1.678,-0.036,-0.029
540,1.679,-0.096,-0.06
541,1.68,-0.046,-0.031
542,1.681,0.027,0.016
543,1.682,0.039,0.023
544,1.683,0.02,0.014
545,1.684,0.024,0.019
546,1.685,0.014,0.011
547,1.686,0.019,0.011
548,1.687,0.019,0.012
549,1.688,0.02,0.01
550,1.689,0.022,0.009
551,1.69,0.018,0.009
552,1.691,0.022,0.008
553,1.692,0.016,0.004
554,1.693,0.014,0.002
555,1.694,0.003,-0.004
556,1.695,0.009,0.0
557,1.696,0.004,-0.001
558,1.697,0.002,-0.003
559,1.698,-0.041,-0.032
560,1.699,-0.096,-0.065
561,1.7,-0.055,-0.031
562,1.701,0.013,0.016
563,1.702,0.024,0.021
564,1.703,0.012,0.014
565,1.704,0.02,0.018
566,1.705,0.013,0.009
567,1.706,0.025,0.012
568,1.707,0.029,0.012
569,1.708,0.029,0.01
570,1.709,0.032,0.009
571,1.71,0.023,0.008
572,1.711,0.02,0.008
573,1.712,0.012,0.004
574,1.713,0.01,0.001
575,1.714,-0.005,-0.004
576,1.715,0.003,-0.002
577,1.716,-0.006,-0.004
578,1.717,-0.004,-0.007
579,1.718,-0.044,-0.035
580,1.719,-0.094,-0.067
581,1.72,-0.053,-0.034
582,2.56,-0.042,-0.025
583,2.561,0.025,0.016
584,2.562,0.027,0.017
585,2.563,0.018,0.013
586,2.564,0.032,0.018
587,2.565,0.024,0.01
588,2.566,0.037,0.014
589,2.567,0.041,0.013
590,2.568,0.039,0.014
591,2.569,0.035,0.011
592,2.57,0.025,0.012
593,2.571,0.021,0.005
594,2.572,0.011,0.004
595,2.573,0.006,0.003
596,2.574,0.0,-0.003
597,2.575,0.004,0.0
598,2.576,0.002,-0.002
599,2.577,0.0,-0.006
600,2.578,-0.051,-0.04
601,2.579,-0.098,-0.065
602,2.58,-0.036,-0.023
603,2.581,0.034,0.017
604,2.582,0.041,0.018
605,2.583,0.034,0.01
606,2.584,0.048,0.016
607,2.585,0.04,0.004
608,2.586,0.045,0.008
609,2.587,0.049,0.007
610,2.588,0.048,0.007
611,2.589,0.035,0.007
612,2.59,0.02,0.006
613,2.591,0.008,0.007
614,2.592,-0.011,0.007
615,2.593,-0.032,0.003
616,2.594,-0.036,-0.003
617,2.595,-0.035,0.001
618,2.596,-0.06,-0.001
619,2.597,-0.047,-0.003
620,2.598,-0.087,-0.038
621,2.599,-0.129,-0.062
622,2.6,-0.038,-0.02
623,2.601,0.059,0.02
624,2.602,0.068,0.021
625,2.603,0.048,0.014
626,2.604,0.044,0.018
627,2.605,-0.023,0.009
628,2.606,-0.024,0.014
629,2.607,-0.005,0.011
630,2.608,-0.017,0.009
631,2.609,-0.027,0.008
632,2.61,0.019,0.006
633,2.611,0.074,0.005
634,2.612,0.123,0.001
635,2.613,0.16,-0.002
636,2.614,0.135,-0.007
637,2.615,0.109,-0.003
638,2.616,0.079,-0.004
639,2.617,0.064,-0.007
640,2.618,-0.053,-0.041
641,2.619,-0.183,-0.063
642,2.62,-0.134,-0.019
643,2.621,-0.041,0.024
644,2.622,-0.06,0.024
645,2.623,-0.102,0.018
646,2.624,-0.038,0.02
647,2.625,0.092,0.008
648,2.626,0.106,0.009
649,2.627,0.076,0.007
650,2.628,0.031,0.009
651,2.629,-0.041,0.006
652,2.63,-0.034,0.004
653,2.631,-0.045,0.005
654,2.632,-0.02,0.001
655,2.633,0.004,-0.001
656,2.634,0.01,-0.006
657,2.635,0.019,-0.001
658,2.636,-0.005,-0.003
659,2.637,-0.033,-0.01
660,2.638,-0.081,-0.044
661,2.639,-0.121,-0.068
662,2.64,-0.028,-0.023
663,2.641,0.05,0.017
664,2.642,0.055,0.015
665,2.643,0.041,0.01
666,2.644,0.009,0.014
667,2.645,-0.085,0.006
668,2.646,-0.091,0.011
669,2.647,-0.059,0.008
670,2.648,0.046,0.013
671,2.649,0.194,0.011
672,2.65,0.117,0.007
673,2.651,0.072,0.009
674,2.652,0.063,0.006
675,2.653,0.039,0.0
676,2.654,0.039,-0.002
677,2.655,-0.003,0.001
678,2.656,-0.019,-0.003
679,2.657,-0.027,-0.007
680,2.658,-0.067,-0.041
681,2.659,-0.097,-0.066
682,2.66,-0.013,-0.024
683,2.661,0.057,0.016
684,2.662,0.056,0.018
685,2.663,0.031,0.013
686,2.664,0.003,0.018
687,2.665,-0.062,0.009
688,2.666,-0.074,0.014
689,2.667,-0.078,0.012
690,2.668,-0.052,0.014
691,2.669,-0.044,0.012
692,2.67,-0.024,0.012
693,2.671,-0.022,0.008
694,2.672,-0.016,0.007
695,2.673,0.063,0.004
696,2.674,0.16,-0.001
697,2.675,0.189,0.003
698,2.676,0.125,0.0
699,2.677,0.096,-0.003
700,2.678,0.024,-0.036
701,2.679,-0.015,-0.061
702,2.68,-0.006,-0.019
703,2.681,0.001,0.023
704,2.682,-0.028,0.023
705,2.683,-0.059,0.018
706,2.684,-0.101,0.022
707,2.685,-0.103,0.018
708,2.686,0.003,0.022
709,2.687,-0.003,0.015
710,2.688,0.073,0.015
711,2.689,0.178,0.014
712,2.69,0.042,0.01
713,2.691,-0.05,0.007
714,2.692,-0.14,0.0
715,2.693,-0.118,-0.004
716,2.694,0.004,-0.007
717,2.695,0.032,-0.003
718,2.696,0.08,-0.004
719,2.697,0.159,-0.007
720,2.698,0.071,-0.043
721,2.699,-0.049,-0.068
722,2.7,0.016,-0.027
723,2.701,-0.029,0.014
724,2.702,-0.061,0.014
725,2.703,-0.062,0.009
726,2.704,-0.072,0.013
727,2.705,-0.063,0.005
728,2.706,-0.057,0.011
729,2.707,-0.01,0.01
730,2.708,0.026,0.013
731,2.709,0.046,0.012
732,2.71,0.068,0.015
733,2.711,0.086,0.015
734,2.712,0.103,0.009
735,2.713,0.078,0.006
736,2.714,0.009,0.0
737,2.715,-0.08,0.001
738,2.716,-0.124,-0.002
739,2.717,-0.102,-0.006
740,2.718,-0.183,-0.043
741,2.719,-0.201,-0.066
742,2.72,0.03,-0.024
743,2.721,0.161,0.016
744,2.722,0.1,0.019
745,2.723,0.127,0.016
746,2.724,0.133,0.023
747,2.725,0.026,0.012
748,2.726,-0.002,0.019
749,2.727,0.116,0.012
750,2.728,0.2,0.013
751,2.729,0.057,0.009
752,2.73,0.048,0.006
753,2.731,0.111,0.001
754,2.732,0.092,0.0
755,2.733,0.044,-0.002
756,2.734,0.054,-0.009
757,2.735,0.072,-0.005
758,2.736,-0.033,-0.008
759,2.737,-0.134,-0.006
760,2.738,-0.368,-0.037
761,2.739,-0.473,-0.054
762,2.74,-0.582,-0.009
763,2.741,-0.624,0.028
764,2.742,-0.393,0.025
765,2.743,-0.226,0.017
766,2.744,-0.066,0.017
767,2.745,0.009,0.008
768,2.746,0.11,0.01
769,2.747,0.367,0.006
770,2.748,0.423,0.011
771,2.749,0.274,0.009
772,2.75,0.114,0.008
773,2.751,0.153,0.008
774,2.752,0.213,0.002
775,2.753,0.168,-0.006
776,2.754,0.088,-0.012
777,2.755,0.148,-0.01
778,2.756,0.131,-0.008
779,2.757,0.088,-0.009
780,2.758,0.089,-0.044
781,2.759,0.111,-0.063
782,2.76,0.11,-0.018
783,2.761,0.019,0.022
784,2.762,-0.07,0.021
785,2.763,-0.21,0.018
786,2.764,-0.323,0.021
787,2.765,-0.439,0.01
788,2.766,-0.388,0.011
789,2.767,-0.187,0.012
790,2.768,0.054,0.015
791,2.769,0.023,0.014
792,2.77,-0.168,0.011
793,2.771,-0.542,0.011
794,2.772,-0.489,0.007
795,2.773,-0.228,0.0
796,2.774,0.146,-0.007
797,2.775,0.541,-0.003
798,2.776,0.476,-0.005
799,2.777,0.176,-0.011
800,2.778,0.108,-0.044
801,2.779,0.082,-0.065
802,2.78,0.25,-0.022
803,2.781,0.282,0.017
804,2.782,0.209,0.018
805,2.783,0.217,0.013
806,2.784,0.241,0.018
807,2.785,0.19,0.009
808,2.786,-0.049,0.012
809,2.787,-0.169,0.009
810,2.788,-0.289,0.009
811,2.789,-0.001,0.008
812,2.79,0.436,0.008
813,2.791,0.4,0.004
814,2.792,0.13,0.0
815,2.793,0.106,-0.001
816,2.794,0.05,-0.003
817,2.795,0.041,0.0
818,2.796,0.015,0.0
819,2.797,0.003,-0.005
820,2.798,-0.042,-0.041
821,2.799,-0.069,-0.064
822,2.8,-0.039,-0.02
823,2.801,0.004,0.017
824,2.802,0.007,0.015
825,2.803,0.017,0.01
826,2.804,0.035,0.015
827,2.805,0.033,0.009
828,2.806,0.064,0.015
829,2.807,0.055,0.01
830,2.808,0.062,0.013
831,2.809,0.075,0.011
832,2.81,0.063,0.01
833,2.811,-0.011,0.009
834,2.812,-0.102,0.007
835,2.813,-0.121,0.001
836,2.814,-0.078,-0.005
837,2.815,-0.046,-0.001
838,2.816,-0.04,-0.001
839,2.817,-0.061,-0.005
840,2.818,-0.157,-0.04
841,2.819,-0.193,-0.063
842,2.82,-0.047,-0.021
843,2.821,0.061,0.012
844,2.822,0.053,0.01
845,2.823,0.044,0.005
846,2.824,0.047,0.013
847,2.825,0.012,0.011
848,2.826,-0.006,0.016
849,2.827,-0.072,0.017
850,2.828,-0.043,0.019
851,2.829,-0.013,0.016
852,2.83,0.009,0.009
853,2.831,0.018,0.005
854,2.832,0.011,0.001
855,2.833,0.04,-0.004
856,2.834,0.059,-0.003
857,2.835,0.034,-0.001
858,2.836,-0.09,-0.002
859,2.837,-0.221,-0.007
860,2.838,-0.186,-0.045
861,2.839,-0.022,-0.066
862,2.84,-0.004,-0.022
863,2.841,0.06,0.019
864,2.842,0.055,0.02
865,2.843,-0.129,0.016
866,2.844,-0.024,0.022
867,2.845,-0.082,0.017
868,2.846,-0.239,0.02
869,2.847,-0.289,0.018
870,2.848,-0.248,0.014
871,2.849,-0.087,0.013
872,2.85,0.059,0.013
873,2.851,0.2,0.012
874,2.852,0.231,0.008
875,2.853,0.141,0.003
876,2.854,0.053,-0.004
877,2.855,-0.003,-0.004
878,2.856,-0.032,-0.006
879,2.857,-0.014,-0.009
880,2.858,-0.067,-0.04
881,2.859,-0.034,-0.059
882,2.86,0.019,-0.016
883,2.861,0.041,0.018
884,2.862,0.073,0.018
885,2.863,0.185,0.013
886,2.864,0.146,0.016
887,2.865,0.018,0.009
888,2.866,0.128,0.014
889,2.867,0.158,0.009
890,2.868,0.044,0.009
891,2.869,-0.019,0.01
892,2.87,0.014,0.009
893,2.871,0.024,0.01
894,2.872,0.107,0.008
895,2.873,0.133,0.001
896,2.874,0.036,-0.004
897,2.875,-0.045,-0.005
898,2.876,-0.04,-0.007
899,2.877,-0.018,-0.007
900,2.878,-0.094,-0.037
901,2.879,-0.067,-0.056
902,2.88,0.021,-0.013
903,2.881,-0.077,0.023
904,2.882,-0.153,0.018
905,2.883,0.045,0.01
906,2.884,0.104,0.012
907,2.885,0.017,0.005
908,2.886,0.018,0.006
909,2.887,-0.005,0.009
910,2.888,-0.019,0.018
911,2.889,-0.183,0.024
912,2.89,-0.47,0.024
913,2.891,-0.88,0.022
914,2.892,-0.903,0.019
915,2.893,-0.412,0.008
916,2.894,0.448,-0.001
917,2.895,0.345,-0.002
918,2.896,0.191,-0.007
919,2.897,0.36,-0.012
920,2.898,0.143,-0.045
921,2.899,0.262,-0.063
922,2.9,0.406,-0.025
923,3.7,-0.164,0.0
924,3.701,-0.098,0.027
925,3.702,-0.049,0.02
926,3.703,-0.042,0.017
927,3.704,-0.037,0.021
928,3.705,-0.061,0.018
929,3.706,-0.06,0.02
930,3.707,-0.078,0.014
931,3.708,-0.036,0.015
932,3.709,0.003,0.011
933,3.71,0.029,0.01
934,3.711,0.035,0.007
935,3.712,0.036,0.009
936,3.713,-0.014,0.001
937,3.714,-0.053,0.0
938,3.715,-0.033,0.001
939,3.716,-0.066,-0.001
940,3.717,-0.105,-0.008
941,3.718,-0.173,-0.045
942,3.719,-0.162,-0.054
943,3.72,-0.102,-0.01
944,3.721,-0.054,0.021
945,3.722,-0.037,0.017
946,3.723,0.018,0.016
947,3.724,0.13,0.018
948,3.725,0.202,0.011
949,3.726,0.19,0.011
950,3.727,0.117,0.009
951,3.728,0.116,0.013
952,3.729,0.056,0.011
953,3.73,0.049,0.012
